"Collection_id","NomorBarcode","Title","Subject"
"231248","171218212","The sperm cell :  Production, maturation, fertilization, regeneration / Edited by Christopher J. De Jonge, Christopher L. R. Barratt","ANDROGENS"
"95141","002204112","Mitochondrial medicine","MITOCHONDRIA"
"282560","041524111","Periodisasi Sejarah Sriwijaya :  Bermula di Minanga Komering Ulu Sumatera Selatan Berjaya di Palembang Berakhir di Jambi / M. Arlan Ismail","INDONESIA-HISTORY"
"268942","090321211","Pasang Surut Kerajaan-Kerajaan di Pulau jawa Zaman Klasik :  Menyelami Sepak Terjang, Kemelut, dan Pelbagai Intrik dalam Takhta Kekuasaan para Raja di Pulau Jawa / The Syaeful Cahyadi; Penyunting : Mus Pratt","JAVA (INDONESIA) - HISTORY"
"149372","168317211","Hukum Administrasi / Aan Efendi","ADMINISTRATIVE LAW"
"266337","123420211","Hukum Administrasi Negara. / Sjamsiar Sjamsuddin Indradi","ADMINISTRATIVE LAW"
"288628","1048241211","Black Showman dan Pembunuhan di Kota Tak Bernama / Keigo Higashino","SASTRA JEPANG"
"244574","240219211","Ekonomi mikro Islam / Veithzal Rivai Zainal; Nurul Huda; Ratna Ekawati; Sri Vandayuli Riorini","MICROECONOMICS"
"109309","0104111711","Metodologi penelitian kualitatif / Lexy J. Moleong","RESEARCH - METHODOLOGY"
"280759","100623211","Pachinko / Min Jin Lee","FICTION"
"109310","0105111711","Metodologi penelitian kualitatif / Lexy J. Moleong","RESEARCH - METHODOLOGY"
"49604","029396111","Bandit-bandit pedesaan: Studi historis 1850 - 1942 di Jawa","SEJARAH"
"287303","232624111","Bandit Sosial / Eric J. Hobsbawn","SCOIOLOGY"
"294470","0744251211","Analisis Wacana :  Pengantar Analisis Teks Media / Eriyanto","ANALISIS WACANA"
"219242","0344LMA08","Senja di Jakarta / Mochtar Lubis",""
"58226","181488211","Pembentukan Perusahaan Industri","MANAJEMEN"
"59350","025206211","Bagaimana mencari kawan dan mempengaruhi orang lain = How to win friends and influence people ","FRIENDSHIP"
"264437","056820211","Filsafat Hukum :  Konsepsi & Implementasi / Abustan","LAW - PHILOSOPHY"
"74328","365911211","Hukum asuransi syariah / Zainuddin Ali","INSURANCE-LAW"
"241253","159619211","Asuransi Syariah :  Berkah Terakhir yang Tak Terduga / Waldi Nopriansyah, Editor FI. Sigit Suyantoro","INSURANCE"
"214163","0326152211","Jagat osing: seni, tradisi dan kearifan lokal osing / Moh. Syaiful","ETNOLOGI"
"77428","797411211","Bilangan Fu / Ayu Utami","FICTION"
"267145","167220212","Pharmacology for pharmacy technicians / Kathy Moscou","PHARMACOLOGY"
"56766","039097211","Pengantar Hukum Internasional ","Hukum Internasional"
"244286","235219211","Metode penelitian sosial: Berbagai alternatif pendekatan / Bagong Suyanto; Sutinah (editor)","SOCIAL SCIENCES - RESEARCH"
"243852","079812211","Teori Sosiologi :  Dari Sosiologi Klasik Sampai Perkembangan Terakhir Postmodern / George Ritzer","SOCIOLOGY"
"237929","035219211","Akuntansi Dasar dan Aplikasi Dalam Bisnis Versi IFRS Jilid 1 edisi 2 / Thomas Sumarsan; koordinator editorial: Bambang Sarwiji","ACCOUNTING"
"296161","01842516211","Sukses UKMPPDH :  Soal dan Pembahasan / Wining Astini","VETERINER"
"296160","01832516211","Sukses UKMPPDH :  Soal dan Pembahasan / Wining Astini","VETERINER -- BANK SOAL"
"66693","037510211","Pergeseran fungsi legislasi : Menguatnya model legislasi parlementer dalam sistem presidensial Indonesia ","LEGISLATIVE BODIES (INDONESIA)"
"45744","020003111","Politik Ekonomi Baru Menuju Demokrasi Ekonomi ","economics - indonesia"
"268269","031121211","Koperasi dan UMKM sebagai fondasi perekonomian Indonesia / M.Azrul Tanjung","COOPERATIONS"
"29886","004496211","Politik pembangunan : Pemikiran ke arah demokrasi ekonomi ","POLITIK EKONOMI"
"52383","144791211","Pandangan dan gejolak : Masyarakat kota dan lahirnya revolusi Indonesia (Surabaya 1926 - 1946) ","SURABAYA - SEJARAH"
"32645","166195112","The old curiosity shop ","BIOGRAPHICAL FICTION"
"291391","0120251211","Laut Bercerita : Sebuah Novel / Leila S. Chudori","FIKSI INDONESIA"
"117850","6847121711","Hukum Dalam Masyarakat :  Perkembangan dan Masalah / Soetandyo Wignjosoebroto","HUKUM - PRIMITIF"
"295283","0001250612","Bagian Khusus Ilmu Farmasi Veteriner / Mochamad Lazuardi","Veteriner Farmasi"
"79549","170113111","Pengantar Psikologi Sosial","SOCIAL PSYCHOLOGY"
"287847","0040251211","Peradaban Asia Timur :  Perjalanan Sejarah Asia Timur dari Peradaban Kuno hingga Modern / Anna Mutmainah","ASIA"
"93779","025516211","Malapraktik Kedokteran / Adami Chazawi","MEDICAL PERSONNEL - MALPRACTICE"
"285712","144024211","Artificial Intelligence :  Konsep, Potensi Masalah, Hingga Pertanggungjawaban Pidana / I.G.K. Budhi H.","ARTIFICIAL INTELLIGENCE"
"290985","030225211","Kecerdasan Buatan dan Aspek Perlindungan Hukum di Era Digitalisasi / Kaharuddin; Zul Amirul Haq","ARTIFICIAL INTELLEGENCE"
"78558","090112211","Keuangan Publik Islami :  Pendekatan Al - Kharaj (Imam Abu Yusuf) / Nurul Huda; Ahmad Muti","ISLAM - ECONOMICS"
"233370","222218211","Falsafah Kepemimpinan Jawa :  Dari Sultan Agung Hingga Hamengkubuwaba IX / Sri Wintala Achmad; editor: Atma Sasmita","LEADERSHIP-INDONESIA-JAWA"
"273410","155597211","Etika Jawa : Sebuah analisa falsafi tentang kebjaksanaan hidup Jawa","etika"
"75345","512811211","Manajemen Perbankan : Dari Teori Menuju Aplikasi ","BANK MANAGEMENT"
"276032","172622111","Ekonomi Makro Islam :  Pendekatan Teoretis / Nurul Huda; Mustafa Edwin Nasution; Handi Risza Idris; Ranti Wiliasih","ECONOMICS-RELIGIOUS ASPECTS-ISLAM"
"73928","260111211","Ekonomi makro Islami ","MACROECONOMICS"
"78776","137812211","Sepuluh Pedoman Penting Membesarkan Anak ","CHILD DEVELOPMENT - PSYCHOLOGY"
"116027","3521111711","Pengantar Psikologi Lintas Budaya / David Matsumoto","PSIKOLOGO SOSIAL"
"68267","004811211","Farmakologi dasar dan klinik = Basic and clinical pharmacology","PHARMACOLOGY, CLINICAL PHARMACOLOGY"
"277694","300422211","Kepribadian : Teori dan Penelitian. Buku 2","PERSONALITY"
"230591","236117111","Sejarah Psikologi Modern / Duane P Schultz; Sydney Ellen Schultz; Penerjemah : Lita Hardian; Penyunting : M. Rizal","PSYCHOLOGY-HISTORY"
"295312","099625211","Metode dan Pengaplikasian Teknik Sampling / Bagus Sumargo; Budyanra; Robert Kurniawan","STATISTIC"
"291036","028825211","Hukum Perbankan Indonesia / Andi Candra; WIndi Arista; Putri Sari Nilam Cayo; Kinaria Afriani; Husnaini; Rusmini; Enni Merita; Juniar Hartika Sari","BANKING LAW-INDONESIA"
"284928","097024211","Hukum Kekayaan Intelektual di Indonesia / I Gede Agus Kurniawan","INTELLECTUAL PROPERTY"
"283645","0684241212","Kamus Saku Belanda-Indonesia Indonesia-Belanda / Sofia Thrion","KAMUS BELANDA"
"110332","2916111711","Pengantar ke arah sejarah dan teori sosiologi / Hotman A. Siahaan","SOCIOLOGY"
"270408","177721111","Buku Ajar Hukum Internasional / Dina Sunyowati","INTERNATIONAL LAW"
"78280","017712111","Buku Ajar Hukum Internasional ","INTERNATIONAL LAW"
"108006","0043161711","Teori strukturasi untuk analisis sosial : Dasar-dasar pembentukan struktur sosial masyarakat / Anthony Giddens","Stucturanism"
"109925","0202111711","Dasar-Dasar Penelitian Kualitatif Prosedur, Teknik, Dan Teori Grounded / Anselm Strauss","PENELITIAN"
"120354","0299131711","Kuasa rakyat :  Analisis tentang perilaku memilih dalam pemilihan legislatif dan presiden Indonesia pasca - Orde Baru / Saiful Mujani","LEGISLATIVE REFORM"
"149400","171017211","Perpajakan: Teori dan Kasus edisi 10 Buku 1 / Siti Resmi","TAXATION"
"145867","020316211","Perpajakan: Teori dan Kasus Buku 2 / Siti Resmi","TAXATION"
"22605","317006211","Perpajakan : Teori dan aplikasi ","TAXATION"
"246207","0265192211","Dasar-dasar psikolinguistik / Anas Ahmadi","Psikolinguistik"
"218175","0071112211","Psikolinguistik / Henry Guntur Tarigan","PSIKOLINGUISTIK"
"220386","0202132211","Teori semiotika : Signifikasi komunikasi, teori kode, serta teori produksi - tanda / Umberto Eco","SEMIOTIKA"
"219214","0587112211","Semiotika komunikasi visual : metode analisis tanda dan makna pada karya desain komunikasi visual / Sumbo Tinarbuko","KOMUNIKASI"
"64189","141501211","Pengantar sejarah kebudayaan Indonesia 1 ","INDONESIA - HISTORY - TO 1478"
"64185","141701211","Pengantar sejarah kebudayaan Indonesia 2 ","INDONESIA - HISTORY - 1478 - 1798"
"64191","142101211","Pengantar sejarah kebudayaan Indonesia 3 ","INDONESIA - HISTORY - TO 1478"
"217728","0504162211","Perawan remaja dalam cengkeraman militer / Pramoedya Ananta Toer","Indonesia"
"218557","0172LMA08","Roro mendut / Y.B. Mangunwijaya",""
"267184","00462116211","Histologi :  Buku Ajar Berwarna / Gartner Leslie P","Histologi"
"262643","000920111","Milana :  Perempuan yang Menunggu Senja / Bernard Batubara","SHORT STORIES"
"122551","3978121711","Manajemen transportasi / Abbas Salim","MANAGEMENT"
"122296","4055121711","Manajemen tranportasi","MANAGEMENT"
"285777","148524211","Bauran Pemasaran Islam Berbasis Nilai Pelanggan / Endah Meiria","MARKETING MANAGEMENT"
"293360","073425211","Bauran Pemasaran / Michael Adhi Nugroho","MARKETING MANAGAMENT"
"272565","035222111","Essential Words / Ahmad Zubaidi Amrullah","ENGLISH LANGUAGE"
"77934","909011211","Hukum Perusahaan : Bentuk-bentuk Badan Usaha di Indonesia ","CORPORATION LAW-INDONESIA"
"145891","022016211","Teknik pembuatan akta satu (konsep teoritis, kewenangan notaris, bentuk dan minuta akta) / Salim HS.","NOTARIES (LEGALLY TRAINED NOTARIES)"
"244552","240119211","Peraturan jabatan notaris / Salim HS.","NOTARY PUBLIC"
"215673","0059142211","Manusia Indonesia / Mochtar Lubis","SEJARAH"
"224182","136918211","Perpajakan :  PPh dan PPN / Kautsar Riza Salman; penyunting: Bambang Sarwiji","TAXATION"
"218187","0948092211","Psikolinguistik kajian teoretik / Abdul Chaer","PSIKOLINGUISTIK"
"73246","179511211","Hukum lembaga pembiayaan ","FINANCIAL INSTITUTION"
"263114","015920211","Bank dan lembaga keuangan lainnya / Kasmir","BANKS AND BANKING"
"124383","5701121712","The Setting Sun","CERITA HISTORY"
"249028","0098192011","Dahlan Juga Manusia :  Pengalaman Pribadi Mengenal Dahlan Iskan / Siti Nasyi'ah","BIOGRAPHY"
"269455","128421111","Teknik Pembuatan Akta Badan Hukum dan Badan Usaha di Indonesia / Oemar Moechthar","NOTARIES (LEGALLY TRAINED NOTARIES)"
"20111","621711211","Teori dan praktik ekologi","ECOLOGY"
"286239","176824211","Metode Penelitian Kuantitatif, Kualitatif dan R dan D / Sugiyono","RESEARCH - METHODOLOGY"
"94218","005881995","Masculine and Feminine: Gender roles over the life cycle / Marie Richmond-Abbott","Identification (psychology)"
"225215","005218111","Semiloka Komunikasi / Alex Sobur","COMMUNICATIONS"
"34653","273696412","White Guys : Studies in Postmodern Domination and Difference","PRIA"
"236420","262118212","Men's intrusion, women's embodiment :  A critical analysis of street harassment / F. Vera-Gray","FEMINISM -- SEXUAL HARASSMENT OF WOMEN"
"74010","280611211","Teori-teori psikologi sosial ","SOCIAL PSYCHOLOGY"
"265685","088120211","Perpajakan Indonesia / Waluyo","TAXATION-INDONESIA"
"225539","092812211","Filsafat Pendidikan; :  Manusia, Filsafat, dan Pendidikan / Jalaluddin, Abdullah Idi","EDUCATION-PHILOSOPHY"
"293412","0003251711","Teori Marxis dan Berbagai Ragam Teori Neo-Marxian / George Ritzer","MARXIAN ECONOMICS"
"286637","203524111","A Thousand Splendid Suns","FICTION"
"244885","137712211","Menulis Artikel Opini & Kolom Di Media Massa / Kunjana Rahardi","WRITING"
"65044","102208211","Pragmatik","PRAGMATICS"
"113413","1514111711","Prinsip-prinsip pragmatik / Geoffrey Leech","pragmatisme"
"240980","1492191711","Pragmatik & penelitian pragmatik / FX Nadar","PRAGMATICS"
"285931","161424212","Exit from Hegemony :  The Unraveling of the American Global Order / Alexander Cooley and Daniel Nexon","HEGEMONY-UNITED STATES"
"126797","018004812","The Great Gatsby","AMERICAN FICTION"
"240982","149419111","Filsafat sebagai ilmu kritis / Franz Magnis-Suseno","PHILOSOPHY"
"271372","274421111","Dasar-Dasar Pemasaran Islam / Ririn Tri Ratnasari","ISLAM AND ECONOMICS"
"235481","256918211","Filosofi Teras :  Filsafat Yunani-Romawi Kuno Untuk Mental Tangguh Masa Kini / Henry Manampiring; editor: Patricia Wulandari","PHILOSOPHY, ANCIENT"
"267005","159220212","Basic Chinese / Xiaozhou Wu; Feng-Hsi Liu; Rongrong Liao","CHINESE LANGUAGE"
"78537","081012211","Bahasa Mandarin Praktis untuk Sehar-hari ","MANDARIN CHINESE LANGUAGE"
"954","141516212","Anatomy and Physiology for Nurses at a Glance","HUMAN ANATOMY"
"233650","230118212","Brunner's and Suddarths Textbook of Medical-Surgical Nursing / Janice L. Hinkle; Kerry H. Cheever","SURGICAL NURSING"
"233650","230118212","Brunner's and Suddarths Textbook of Medical-Surgical Nursing / Janice L. Hinkle; Kerry H. Cheever","SURGICAL NURSING"
"276479","214622212","Lewis's Medical-Surgical Nursing :  Assessment and Management of Clinical Problems / Mariann M. Harding; Edited by: Jeffrey Kwong; Debra Hagler; Dottie Roberts; Courtney Reinisch","NURSING -- SURGICAL NURSING"
"213265","0348122211","Fonologi bahasa Indonesia : tinjauan deskriptif sistem bunyi bahasa Indonesia / Masnur Muslich","FONOLOGI"
"236753","0015191221","Fonetik / Marsono","FONETIK"
"282778","0170241211","Kamus Linguistik / Harimurti Kridalaksana","LINGUISTIK"
"213268","0283162211","Fonologi bahasa Indonesia : tinjauan deskriptif sistem bunyi bahasa Indonesia / Masnur Muslich","FONOLOGI"
"285291","121724211","Hukum Kontrak Bisnis. / Rio Christiawan; Retno Wulandari","CONTRACT LAW"
"284432","078624211","Hukum Perikatan :  Dalam Tradisi Sistem Hukum Civil / Wahyu Kurniawan","CONTRACTS"
"128284","262214812","Catching Fire / Suzanne Collins","AMERICAN FICTION"
"228774","225807112","The 7 habits of highly effective people = 7 Kebiasaan Manusia Yang Sangat Efektif / R. Covey","HABITS"
"137387","086390122","The Athlete's Guide to Sports Psychology : Mental Skill Physical People / Dorothy V. Harris","olahraga"
"128318","262114812","Mockingjay / Suzanne Collins","AMERICAN FICTION"
"277736","304922211","Rich Dads Cashflow Quadrant :  Panduan Mencapai kebebasan keuangan / Robert T. Kiyosaki","CASHFLOW"
"295266","097625211","Hukum Perizinan / Shinta Hadiyantina; Dewi Cahyandari; Xaviera Qatrunnada Djana Sudjati; Nur Auliya Rahmantika","ADMINISTRATIVE LAW"
"281439","148323211","Black Showman dan Pembunuhan di Kota Tak Bernama :  (Black Showman To Namonaki Machi No Satsujin) / Keigo Higashino; Penerjemah: Milka Ivana","FICTION"
"224162","136318211","Akuntansi dasar dan Aplikasi Dalam Bisnis Versi IFRS Jilid 2 edisi 2 / Thomas Sumarsan; koordinator editorial: Bambang Sarwiji","ACCOUNTING"
"293669","075225211","Metodologi Penelitian: Pendekatan Praktis dalam Riset Pariwisata dan Perhotelan / Feri Ferdian; Mohd. Salehuddin Mohd. Zahari; Asmar Yulastri; Yulia Efnawati","RESEARCH METHODOLOGY"
"269889","155221211","Being a Smart & Confident Sales Executive :  Sukses Menjadi Sales Executive Dunia Perhotelan & Pariwisata / Ika Florentina","MARKETING"
"31105","164398112","The complete stories","cerita detektif"
"76014","602011211","Menjadi orang tua efektif : Cara pintar mendidik anak agar bertanggung jawab ","PARENT AND CHILD"
"229931","232917111","Kamus Ungkapan Inggris-Indonesia: Memuat Ungkapan-ungkapan Bahasa Inggris Beserta Contoh-contoh Kalimat dan Terjemahannya Dalam Bahasa Indonesia","ENGLISH LANGUAGE-DICTIONARIES-INDONESIA"
"219401","0728082211","Sistem dan struktur bahasa Sunda / R.H. Robins","BAHASA SUNDA"
"282939","0305241211","Filologi Jawa :  Panduan Lengkap Praktik Penelitian Filologi / Venny Indria ekowati","FILOLOGO"
"215026","0479142211","Kidung Tantri Kediri : kajian filologis sebuah teks dalam bahasa Jawa / Revo Arka Giri Soekatno","SASTRA"
"219314","2849082211","Sesuatu Indonesia / Afrizal Malna","PUISI INDONESIA"
"279082","0270231211","Black Showman dan Pembunuhan di Kota Tak Bernama / Keigo Higashino","SASTRA JEPANG"
"221409","2779082211","Yang indah, berfaedah dan kamal: sejarah sastra Melayu dalam abad 7-19 / V.I Braginsky","SASTRA MELAYU"
"280005","057923711","Metode Penelitian dan Pengembangan (Research and Development/R&D) / Sugiyono","RESEARCH-METHODOLOGY"
"115296","5948111711","Pemikiran politik barat : Kajian sejarah perkembangan pemikiran negara masyarakat dan kekuasaan / Ahmad Suhelmi","POLITICAL PHILOSOPHER AND SCIENTIST"
"266157","102520111","Anak di Persimpangan Perceraian :  Menilik Pola Asuh Anak Korban Perceraian / Dedy Siswanto","DIVORCE -- PARENTING"
"294931","088625211","Perkembangan Anak Dalam Multi Perspektif / Made Ayu Anggreni; Agung Cahya Karyadi; Della Raymena Jovanka; Irna;Misyana; Rd.Ranie Damayanti; Yuyus Susilawati","CHILD PSYCHOLOGY"
"271567","295321211","Perceraian Berdampak pada Psikologis Anak Usia Remaja / Risnawati","PSYCHOLOGY"
"293664","074725211","Sosiologi Perceraian :  Faktor dan Dampak Sosial di Masyarakat / Anisah Budiwati; Yusdani; Aftur Solekhan; Siti Inayah;","FAMILY-PSYCHOLOGICAL ASPECTS"
"280323","086423211","Psikologi Remaja :  Perkembangan Peserta Didik / Mohammad Ali; Mohammad Asrori","PSYCHOLOGY OF YOUNG PEOPLE TWELVE TO TWENTY"
"295361","096425211","Teknik-Teknik Konseling Yang Efektif / Mochamad Nursalim; Sherrin Nurlita Widya","COUNSELING"
"211506","107818211","Semua Ikan di Langit / Ziggy Zezsyazeoviennazabrizkie","FICTION"
"111479","6361111711","Hak Sipil dan politik: esai-esai pilihan","HUMAN RIGHT"
"58703","020000212","Privacy and human rights : An international and comparative study, with special reference to developments in information technology ","PRIVACY, RIGHT OF"
"236466","022418111","Metode penelitian hukum / Zainuddin Ali","LAW RESEARCH"
"66913","453310111","Kompilasi instrumen international hak asasi manusia : Berikut ratifikasinya dalam peraturan perundang-undangan di Indonesia ","HUMAN RIGHTS (INDONESIA)"
"74300","362211211","Undang-undang HAM 1999 : UU RI No.39 th 1999 ","HUMAN RIGHTS"
"245383","249619211","Hukum dan hak asasi manusia / Osgar S. Matompo; Muliadi; Andi Nurul Isnawidiawinarti Achmad","HUMAN RIGHTS"
"22248","098906111","Wisuda Universitas Airlangga 16 - 17 September 2006 ","UNIVERSITIES AND COLLEGES - ALUMNI AND ALUMNAE"
"22261","149299111","Wisuda Universitas Airlangga semester genap 1998/1999 Sabtu, 9 Oktober 1999 ","universities and colleges-alumni and alumnae"
"22247","209205111","Wisuda Universitas Airlangga : 17 - 18 September 2005","UNIVERSITIES AND COLLEGES - ALUMNI AND ALUMNAE"
"21804","011608111","Universitas Airlangga. Badan Hukum Milik Negara. Excellence with Morality : Wisuda 3 November 2007 ","UNIVERSITIES AND COLLEGES - ALUMNI AND ALUMNAE"
"139765","146006211","Panggil aku Kartini saja / Pramoedya Ananta Toer","BIOGRAPHY"
"4297","174216212","Contemporary medical - surgical nursing","SURGICAL NURSING"
"13613","144114212","Medical-Surgical Nursing: An Integrated Approach","SURGICAL NURSING"
"264602","042615112","Harry Potter And The Sorcerers Stone / J.K. Rowling","FICTION"
"73532","209111211","Kepemimpinan birokrasi","BUREAUCRACY"
"59745","047706211","Birokrasi dalam polemik ","BUREAUCRACY"
"128095","244512812","Linger","AMERICAN FICTION"
"127965","233111812","Speak","AMERICAN FICTION"
"126769","040504812","Homecoming : New and Collected Poems","AMERICAN POETRY"
"281696","163823211","Metodologi Penelitian Hukum Normatif :  dalam Justifikasi Teori Hukum / I Made Pasek Diantha","NORMATIVE LAW-RESEARCH"
"224869","153018211","Kisah, Perjuangan, dan Inspirasi B.J. Habibie / Weda S. Atma; penyunting: Zhivana A.U.","BIOGRAPHY"
"268208","040421211","Psikologi Indonesia / Penyunting : Subhan El Hafiz; Eko A. Meinarno","PSYCHOLOGY"
"281897","175923211","Kosmos / Carl Sagan; Penerjemah: Ratna Satyaningsih","COSMOLOGY"
"78480","074012211","Metode penelitian ilmu sosial :pendekatan kualitatif dan kuantitatif ","RESARCH METHODOLOGY"
"113332","2752111711","Metode penelitian sosial : berbagai alternatif pendekatan / editor: Bagong Suyanto; Sutinah","SOCIAL RESEARCH"
"149625","199717111","Metodologi Penelitian Kuantitatif / Muslich Anshori; Sri Iswati","RESEARCH-METHODOLOGY"
"109050","0150111711","Mengurai variabel hingga instrumentasi / Zainal Mustafa EQ.","MEETODOLOGI PENELITIAN"
"49730","146596112","Classical javanese dance ","TARIAN"
"56120","138891212","Wayang wong the state ritual dance drama in the court of Yogyakarta ","WAYANG ORANG"
"108004","0049161711","Sosiologi suatu pengantar / Soerjono Soekanto","SOCIOLOGY"
"283270","035224111","Metodologi Penelitian Kuantitatif / Muslich Anshori; Sri Iswati","RESEARCH-METHODOLOGY"
"269304","113821211","Sejarah Psikologi Modern / Duane P Schultz; Sydney Ellen Schultz; Penerjemah : Lita Hardian; Penyunting : M. Rizal","PSYCHOLOGY-HISTORY"
"230979","046117211","Rembulan Tenggelam di Wajahmu","FICTION"
"240231","115219211","Hukum Perlindungan Konsumen / Andi Sri Rezky Wulandari; Nurdiyana Tadjuddin","CONSUMER PROTECTION-LAW AND LEGISLATION"
"218867","1668082211","Sejarah nasional Indonesia II / Marwati Djoened Poesponegoro","SEJARAH INDONESIA"
"246208","0266192211","Dasar-dasar psikolinguistik / Anas Ahmadi","Psikolinguistik"
"218761","0286112211","Sayap-sayap patah / Kahlil Gibran","KARYA SASTRA"
"246206","0264192211","Dasar-dasar psikolinguistik / Anas Ahmadi","Psikolinguistik"
"218551","0211152211","Ronggeng Dukuh Paruk / Ahmad Tohari","FIKSI INDONESIA"
"211522","0861112221","Bila malam bertambah malam / Putu Wijaya","FIKSI INDONESIA"
"242211","170319211","Momiji :  Mahir Berbahasa Jepang tanpa Guru / Larasasri Ratnaningtyas; Editor: Arie Prabawati","JAPANESE LANGUAGE"
"295767","114925211","Yellowface / R.F. Kuang","NOVEL"
"294019","0494251211","Semiotika Komunikasi / Alex Sobur","KOMUNIKASI"
"246499","0327192211","Filsafat bahasa semiotika dan hermeneutika / Kaelan","BAHASA"
"263328","0029202212","Semiotics The Basics Third Edition / Daniel Chandler","SEMIOTIK"
"293518","0355251211","Metode Penelitian Kuantitatif, Kualitatif, dan R&D / Sugiyono","METODE PENELITIAN"
"215811","0008092211","Memadu metode penelitian: kualititatif dan kuantitatif / Julia Brannen","PENELITIAN"
"78125","955411212","Cultural Anthropology ","ANTHROPOLOGY"
"223959","123318111","Gajahmada Kasultanan Majapahit :  Eksplorasi Temuan Sinung Janutama Dalam Kajian Manuskrip dan Prasasti / Ki H. Ashad Kusuma Djaya","JAWA (INDONESIA)-HISTORY"
"292748","064325111","Sabtu Bersama Bapak / Adhitya Mulya","FICTION"
"278473","000723111","My First Million / Tammy Cohen;  Penerjemah, Hanif : Penyunting, Edy Sembodo","INVESTMENT-STOCKS"
"269512","131121211","Awas Hoax ! :  Cerdas Menghadapi Pencemaran Nama Baik, Ujaran Kebencian & Hoax / Sahrul Mauludi","REPUTATION (LAW) -- HOAXES"
"273086","058322112","Miss Peregrine's Home For Regular Children / Ransom Riggs","FICTION"
"109119","0076111711","Penelitian Kualitatif Komunikasi, Ekonomi, Kebijakan Publik, dan Ilmu Sosial Lainnya / Burhan Bungin","METODE PENELITIAN"
"287116","222524212","Research Design :  Qualitative, Quantitative & Mixed Methods Approaches / John W. Creswell : J. David Creswell","QUALITATIVE RESEARCH"
"210559","0212142211","Analisis Wacana : teori, metode, dan penerapannya pada wacana media / Aris Badara","ANALISIS WACANA"
"210680","0306152221","Analisis wacana: pengantar analisis teks media / Eriyanto","ANALISIS WACANA"
"218708","0312162211","Sastra dan Ilmu Sastra: Pengantar Teori Sastra / A Teeuw","sastra"
"295778","116025211","Welcome To The Hyunam-Dong Bookshop : Selamat Datang Di Toko / Hwang Bo-Reum; Penerjemah: Susi Anggunisa Pertiwi","FICTION"
"287859","0048251211","The Heartbroken Heartbreaker / Sam Madison","FIKSI INDONESIA"
"287015","216424112","ELPT Airlangga University :  English Language Proficiency Test for ELPT Test / Amir Fatah","ENGLISH LANGUAGE"
"281965","178623111","Super ITP TOEFL Tricks Skor 600++ / Niswatin Nurul Hidayati; Stevanus Widuri Nursusanto","TEST OF ENGLISH AS A FOREIGN LANGUAGE"
"250558","182200111","Seni pertunjukan indonesia di era globalisasi","MODERN DANCE"
"289418","0108251211","Puisi Mbeling / Remy Sylado","PUISI INDONESIA"
"212283","0681162211","Dasar-dasar psikolinguistik / Anas Ahmadi","Psikolinguistik"
"245482","0134192211","Larung / Ayu Utami","FIKSI INDONESIA"
"275827","175322212","Building a treaty on business and human rights :  Context and contours / Edited by Surya Deva, David Bilchitz","INTERNATIONAL BUSINESS ENTERPRISES - LAW AND LEGISLATION -- HUMAN RIGHTS"
"286956","213824212","Business and Human Rights :  Ethical, Legal, and Managerial Perspectives / Florian Wettstein","SOCIAL RESPONSIBILITY OF BUSINESS"
"67404","116610211","Hukum pajak ","TAXATION - LAW AND LEGISLATION"
"248701","354519111","Buku ajar ilmu penyakit dalam. Jil. I. ed.3 ","INTERNAL MEDICINE"
"84238","019804211","Buku Ajar Ilmu Penyakit Dalam Jilid II / Editor: Slamet Suyono; Sarwono Waspadji; Laurentius Lesmana; Idrus Alwi; Siti Setiati; Heru Sundaru; Dharmika Djojoningrat; Suhardjono; Aru W. Sudoyo; Asril Bahar; H.E. Mudjadid","INTERNAL MEDICINE"
"101731","300064802","Sobotta - Hammersen : Histologi Atlas Berwarna Anatomi Mikroskopik = Histology Color Atlas of Microscopic Anatomy / Frithjof Hammersen","HISTOLOGY"
"84309","010508211","Buku ajar patologi robbins. Volume 1 / Vinay Kumar","PATHOLOGY"
"84312","010808211","Buku ajar patologi robbins. Volume 2 / Vinay Kumar","PATHOLOGY"
"277133","249222211","Fisiologi manusia : Dari sel ke sistem = Human physiology : From cell to systems / Lauralee Sherwood; Ailh bahasa Lydia I. Mandera dan Huriawati Hartanto; Editor edisi bahasa Indonesia Y. Joko Suyono, Miranti Iskandar, Virly Isella, Felicia Susanti, Michael, Nikki Sanjaya, Lydia Agustina, Sienny Agustin","HUMAN PHYSIOLOGY"
"290873","024125211","Antropolinguistik :  Sebuah Pendekatan / Robert Sibarani","ANTROPOLOGICAL LINGUISTICS"
"282236","004724211","Pengantar Ilmu Filsafat :  Mengenal Ibu dari Segala Ilmu dan Fenomena Kontemporer dalam Perspektif Filsafat / Isfaroh;  Dewi Utami","PHILOSOPHY"
"279697","039423212","Introducing Anthropology of Religion :  Culture to the Ultimate / Jack David Eller","ANTHROPOLOGY OF RELIGION"
"287453","238824111","Filosofi Kopi :  Kumpulan Cerita dan Prosa Satu Dekade / Dee Lestari","FICTION"
"11234","115411211","Kimia Organik","CHEMISTRY ORGANIC"
"33008","047706711","Dealing with people with you cant's stand : bagaimana menjinakkan orang-orang yang menjengkelkan ","INTERPERSONAL RELATION"
"285559","135224211","Kisah Sosiologi :  Pemikiran yang Mengubah Dunia dan Relasi Manusia / Kevin Nobel Kurniawan","SOCIOLOGY"
